0.127777778,1.616666667,4.261111111,5.027777778,1.574074074
0.427777778,2.761111111,5.566666667,5.592592593,2.231481481
0.077777778,1.466666667,5.527777778,6.324074074,3.805555556
0.527777778,2.927777778,5.433333333,6.953703704,3.314814815
0.477777778,2.644444444,4.961111111,6.222222222,2.361111111
1.266666667,3.088888889,5.194444444,4.925925926,0.601851852
0.688888889,3.25,6.533333333,4.046296296,0.296296296
1.625555556,3.585555556,6.114444444,3.703703704,0.083333333
1.183333333,3.938888889,6.633333333,3.240740741,0.259259259
1.455555556,3.838888889,6.594444444,2.824074074,0.509259259
1.583333333,3.377777778,6.083333333,4.75,0.305555556
0.238888889,1.644444444,4.377777778,3.87037037,1.898148148
1.666666667,3.383333333,5.788888889,4.185185185,0.222222222
0.755555556,2.933333333,5.188888889,4.851851852,1.842592593
0.7,3.533333333,7.155555556,2.268518519,0.481481481
1.072222222,3.655555556,6.716666667,3.898148148,0.62962963
0.305555556,3.072222222,6.394444444,3.898148148,0.342592593
0.177777778,1.938888889,4.927777778,6.490740741,2.351851852
1.455555556,3.905555556,6.866666667,3.12962963,0.314814815
0.344444444,3.243055556,6.963888889,2.606481481,0.268518519
0.284722222,2.486111111,5.972222222,6.726851852,3.217592593
